0.000000000000000000e+00,5.017136010769448973e+01,8.242154905735050363e+01,3.275536921225663889e+01,3.319807081074011279e+01,3.544757440621361866e+01,8.688340746556328043e+01,7.911406029039841314e+01,4.317197035571301456e+01,6.619788568934426110e+01
5.017136010769448973e+01,0.000000000000000000e+00,7.264288903176000645e+01,7.250660877850522468e+01,1.705893848218244102e+01,8.024531015768506848e+01,3.991648775687981754e+01,6.892907687074513490e+01,4.340887342974347263e+01,4.295837029575287147e+01
8.242154905735050363e+01,7.264288903176000645e+01,0.000000000000000000e+00,7.169025114155171252e+01,7.091551038198544177e+01,8.251064024255030915e+01,6.787666322979612232e+01,3.764670007343726255e+00,3.974362635264332511e+01,3.072845075749322419e+01
3.275536921225663889e+01,7.250660877850522468e+01,7.169025114155171252e+01,0.000000000000000000e+00,5.655792067712962989e+01,1.103035161815095400e+01,1.013476577769919800e+02,6.938941055851293527e+01,4.209055627077735551e+01,6.858107687055452573e+01
3.319807081074011279e+01,1.705893848218244102e+01,7.091551038198544177e+01,5.655792067712962989e+01,0.000000000000000000e+00,6.368472657828896644e+01,5.470504020525311972e+01,6.716254335310155454e+01,3.489100891198670240e+01,4.498632437022885000e+01
3.544757440621361866e+01,8.024531015768506848e+01,8.251064024255030915e+01,1.103035161815095400e+01,6.368472657828896644e+01,0.000000000000000000e+00,1.110417524356539616e+02,8.028630914325088952e+01,5.278477869483976548e+01,7.936151395874270520e+01
8.688340746556328043e+01,3.991648775687981754e+01,6.787666322979612232e+01,1.013476577769919800e+02,5.470504020525311972e+01,1.110417524356539616e+02,0.000000000000000000e+00,6.512607529376219873e+01,6.136776374541594947e+01,4.081935596161295621e+01
7.911406029039841314e+01,6.892907687074513490e+01,3.764670007343726255e+00,6.938941055851293527e+01,6.716254335310155454e+01,8.028630914325088952e+01,6.512607529376219873e+01,0.000000000000000000e+00,3.626391097285715404e+01,2.723714211124324081e+01
4.317197035571301456e+01,4.340887342974347263e+01,3.974362635264332511e+01,4.209055627077735551e+01,3.489100891198670240e+01,5.278477869483976548e+01,6.136776374541594947e+01,3.626391097285715404e+01,0.000000000000000000e+00,2.661634737555601049e+01
6.619788568934426110e+01,4.295837029575287147e+01,3.072845075749322419e+01,6.858107687055452573e+01,4.498632437022885000e+01,7.936151395874270520e+01,4.081935596161295621e+01,2.723714211124324081e+01,2.661634737555601049e+01,0.000000000000000000e+00
